Annotation Cluster 1,Enrichment Score: 21.918090787704198,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0032535~regulation of cellular component size,61,2.652173913,0.00125157,"RTN4, PLXNA3, PREX1, WASF1, EDN1, CAPZA1, IQGAP3, ARHGAP18, AQP4, LPAR3, FSTL4, DSTN, AKT1, ACTR3, KDM1A, CTTN, SEMA3D, TMSB15B1, SEMA3A, OGT, NRG1, TMSB15B2, MT3, TMSB15L, LIMK1, PDXP, TMSB10, CDK4, SLIT2, VASP, NCK2, PLEKHH2, CFL1, SCIN, SEMA4C, DBN1, SHROOM2, PLXNC1, ELN, ABI2, ARPC5, SEMA5A, PFN1, EZR, KIRREL, PTK2B, NPM1, RPL4, FN1, CDC42EP5, ARFIP2, EVL, DPYSL2, ATP7A, GMFB, SEMA6A, EPHA7, PPP1R9A, SEMA6D, ABL1, CIT",1928,377,17911,1.503146428,0.99998254,0.017857688,2.492023099
GOTERM_BP_FAT,GO:0008064~regulation of actin polymerization or depolymerization,33,1.434782609,0.001276164,"SHROOM2, PREX1, WASF1, CAPZA1, ELN, ARHGAP18, ABI2, ARPC5, DSTN, ACTR3, SEMA5A, PFN1, CTTN, PTK2B, KIRREL, TMSB15B1, TMSB15B2, CDC42EP5, TMSB15L, PDXP, ARFIP2, EVL, TMSB10, SLIT2, VASP, GMFB, NCK2, PPP1R9A, PLEKHH2, SCIN, CFL1, CIT, DBN1",1928,171,17911,1.792795006,0.999985924,0.018175999,2.540397776
GOTERM_BP_FAT,GO:0030832~regulation of actin filament length,33,1.434782609,0.001409639,"SHROOM2, PREX1, WASF1, CAPZA1, ELN, ARHGAP18, ABI2, ARPC5, DSTN, ACTR3, SEMA5A, PFN1, CTTN, PTK2B, KIRREL, TMSB15B1, TMSB15B2, CDC42EP5, TMSB15L, PDXP, ARFIP2, EVL, TMSB10, SLIT2, VASP, GMFB, NCK2, PPP1R9A, PLEKHH2, SCIN, CFL1, CIT, DBN1",1928,172,17911,1.782371779,0.999995628,0.019801683,2.802527677
GOTERM_BP_FAT,GO:0032271~regulation of protein polymerization,34,1.47826087,0.002244185,"CAV1, PREX1, WASF1, CAPZA1, ELN, ARHGAP18, ABI2, ARPC5, ACTR3, PFN1, CTTN, PTK2B, KIRREL, TMSB15B1, TMSB15B2, CDC42EP5, TMSB15L, NIN, PSRC1, ARFIP2, EVL, TMSB10, SLIT2, VASP, EML2, GMFB, NCK2, PPP1R9A, CDKN1B, TBCD, SCIN, STMN1, ABL1, DBN1",1928,184,17911,1.716618934,0.999999997,0.029122694,4.426353831
GOTERM_BP_FAT,GO:0051495~positive regulation of cytoskeleton organization,34,1.47826087,0.006162276,"BMP10, MTSS1, PLXNA3, CAV1, WASF1, EDN1, ABI2, ARPC5, SYNPO2L, DSTN, SEMA5A, ACTR3, PFN1, CTTN, PTK2B, KIRREL, CTGF, NPM1, RANBP1, CDC42EP5, NIN, LIMK1, PSRC1, ARFIP2, PDXP, EVL, VASP, GMFB, NCK2, PLK4, PPM1E, CDKN1B, SCIN, CFL1",1928,196,17911,1.611519815,1,0.067817307,11.71141213
GOTERM_BP_FAT,GO:0090066~regulation of anatomical structure size,75,3.260869565,0.014668911,"RTN4, PLXNA3, HMGCR, PREX1, WASF1, CAPZA1, EDN1, IQGAP3, ARHGAP18, AQP4, LPAR3, FSTL4, GJA5, DSTN, AKT1, ACTR3, KDM1A, EDNRB, CTTN, TMSB15B1, SEMA3D, GUCY1A3, SEMA3A, OGT, NRG1, APLN, TMSB15B2, MT3, TMSB15L, LIMK1, RAP1GDS1, PDXP, TMSB10, CDK4, SLIT2, VASP, NCK2, HIF1A, PLEKHH2, PDE5A, CFL1, SCIN, SEMA4C, FOXC1, DBN1, SHROOM2, CAV1, PLXNC1, ELN, ABI2, ARPC5, SEMA5A, PFN1, EZR, KIRREL, PTK2B, NPM1, RPL4, CDC42EP5, FN1, SMAD6, ARFIP2, EVL, DPYSL2, ATP7A, GMFB, SEMA6A, EPHA7, PPP1R9A, SEMA6D, NTS, CACNA1G, CIT, ABL1, F2R",1928,536,17911,1.299898007,1,0.135336799,25.75357559
GOTERM_BP_FAT,GO:0031334~positive regulation of protein complex assembly,33,1.434782609,0.017501877,"CAV1, WASF1, IDE, ABI2, ARPC5, STUB1, CD24A, SRC, ACTR3, PFN1, CTTN, PTK2B, KIRREL, BMF, CDC42EP5, TRP53, NIN, PSRC1, FSCN1, ARFIP2, EVL, BCL2L11, VASP, FAM178A, GMFB, NCK2, CDKN1B, JUN, SCIN, BIK, CAND1, UNC13B, HDAC6",1928,203,17911,1.510186926,1,0.154248229,29.93876748
GOTERM_BP_FAT,GO:0030833~regulation of actin filament polymerization,26,1.130434783,0.018983766,"WASF1, PREX1, CAPZA1, ELN, ABI2, ARHGAP18, ARPC5, ACTR3, PFN1, CTTN, PTK2B, KIRREL, TMSB15B1, CDC42EP5, TMSB15B2, TMSB15L, ARFIP2, TMSB10, EVL, VASP, SLIT2, GMFB, NCK2, PPP1R9A, SCIN, DBN1",1928,151,17911,1.599591932,1,0.164646025,32.03768299
GOTERM_BP_FAT,GO:0043623~cellular protein complex assembly,70,3.043478261,0.029604563,"RTN4, MTSS1, SEPT2, PREX1, NSG2, WASF1, TBX20, CAPZA1, ARHGAP18, CCT2, ACTR3, AP2B1, CTTN, INSIG1, TMSB15B1, NRG1, TMSB15B2, TMSB15L, POGZ, RAP1GDS1, TMSB10, UBE2C, SLIT2, VASP, EML2, NCK2, APITD1, NUP205, TBCD, SCIN, CAND1, STMN1, NUP107, DBN1, CASQ1, UNC13B, CAV1, SNAP91, ELN, NUP93, ABI2, FKBP1A, ARPC5, STUB1, HDGFRP3, PFN1, CENPA, KIRREL, PTK2B, CENPC1, MZT1, FBXO5, CDC42EP5, NIN, CEP192, SMAD6, PSRC1, ARFIP2, MTAP7D3, EVL, SMAD1, CENPH, GMFB, PPP1R9A, CDKN1B, ZFP207, CENPW, CENPT, ABL1, HDAC6",1928,513,17911,1.267632833,1,0.229568987,45.42345537
GOTERM_BP_FAT,GO:0032273~positive regulation of protein polymerization,19,0.826086957,0.053557651,"CAV1, NIN, WASF1, PSRC1, ARFIP2, ABI2, EVL, ARPC5, VASP, GMFB, ACTR3, NCK2, PFN1, CTTN, CDKN1B, PTK2B, KIRREL, SCIN, CDC42EP5",1928,112,17911,1.575971584,1,0.349703398,67.01800501
GOTERM_BP_FAT,GO:0030041~actin filament polymerization,23,1,0.091712028,"MTSS1, TMSB15L, WASF1, CAPZA1, ARFIP2, ABI2, TMSB10, EVL, ARPC5, SLIT2, VASP, GMFB, ACTR3, NCK2, PFN1, CTTN, PTK2B, KIRREL, SCIN, TMSB15B1, ABL1, TMSB15B2, CDC42EP5",1928,152,17911,1.405714266,1,0.497452392,85.60641497
GOTERM_BP_FAT,GO:0030838~positive regulation of actin filament polymerization,15,0.652173913,0.115039881,"WASF1, ARFIP2, ABI2, EVL, ARPC5, VASP, ACTR3, GMFB, NCK2, PFN1, CTTN, PTK2B, KIRREL, SCIN, CDC42EP5",1928,92,17911,1.514663765,1,0.567935791,91.47946145
,,,,,,,,,,,,
Annotation Cluster 73,Enrichment Score: 3.317213961446843,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0051101~regulation of DNA binding,26,1.130434783,8.46E-05,"MDFI, E2F1, HMGB2, TFAP4, NEK2, SOX11, TRIM28, RUNX1T1, IGF1, ITGA2, HMGA2, DOT1L, SMO, ACD, HDAC2, MYOCD, ID2, HAND1, ZFP462, HJURP, JUN, HEY2, NEUROD1, PARP1, MYC, PITX2",1928,104,17911,2.32248444,0.522996083,0.001696336,0.170365466
GOTERM_BP_FAT,GO:0051100~negative regulation of binding,29,1.260869565,4.78E-04,"E2F1, CAV1, TFAP4, NEK2, AURKA, AURKB, STUB1, KDM1A, DDX11, HAND1, HEY2, NFATC4, MYC, MDFI, PTPRF, SOX11, ARHGAP28, HMGA2, ANXA2, SMO, IFIT2, DACT1, HDAC2, ZFP462, ID2, CSNK1E, LARP7, JUN, TDG",1928,135,17911,1.995616259,0.98475453,0.007660714,0.959027014
GOTERM_BP_FAT,GO:0043392~negative regulation of DNA binding,13,0.565217391,0.002763083,"E2F1, MDFI, SMO, HDAC2, TFAP4, ZFP462, HAND1, ID2, NEK2, JUN, SOX11, HEY2, HMGA2",1928,46,17911,2.625417193,1,0.034619309,5.422970008
,,,,,,,,,,,,
Annotation Cluster 74,Enrichment Score: 3.2258142499245945,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0003007~heart morphogenesis,60,2.608695652,1.89E-08,"RTN4, STIL, BMP10, SEC24B, KDM6A, DICER1, TBX20, GJA5, TGFB2, WNT2, GATA6, HEY2, GATA4, RARA, NRG1, COL11A1, PITX2, SOX11, MICAL2, VANGL2, MYH7, FLNA, SMO, MIB1, HIF1A, JUN, FOXC1, MDM4, PARVA, SOX4, FKBP1A, SOX9, ARID2, DCHS1, ALDH1A2, HAND1, FAT4, THBS1, TRP53, ASXL2, FLRT2, KIF3A, TBX2, SMAD6, ASXL1, UBE4B, FZD1, WHSC1, SIRT6, TEAD2, FZD2, SNAI2, TNNI1, COL5A1, NOTCH2, ID2, SFRP2, NEDD4, PTCH1, BMP7",1928,260,17911,2.143831791,1.65E-04,8.40E-07,3.81E-05
GOTERM_BP_FAT,GO:0003205~cardiac chamber development,46,2,1.08E-07,"BMP10, TBX20, SOX4, FKBP1A, GJA5, TGFB2, WNT2, AP2B1, KIF7, HAND1, MYOCD, GATA6, ROBO1, CXCR4, HEY2, GATA4, RARA, NRG1, PCSK5, COL11A1, PITX2, TRP53, TBX2, SMAD6, SOX11, MAML1, UBE4B, VANGL2, FZD1, ARID1A, WHSC1, MYH7, FZD2, TNNI1, NOTCH2, ADAMTS6, SMO, HIF1A, ID2, SFRP2, SALL1, FOXC1, MDM4, BMP7, MYH10, PARVA",1928,185,17911,2.30993047,9.41E-04,4.26E-06,2.17E-04
GOTERM_BP_FAT,GO:0003279~cardiac septum development,33,1.434782609,4.51E-07,"TBX20, SOX4, GJA5, TGFB2, AP2B1, KIF7, HAND1, GATA6, ROBO1, CXCR4, GATA4, HEY2, RARA, PCSK5, PITX2, TRP53, TBX2, SOX11, SMAD6, MAML1, VANGL2, FZD1, WHSC1, FZD2, NOTCH2, SMO, ADAMTS6, ID2, SALL1, MDM4, BMP7, MYH10, PARVA",1928,117,17911,2.620238855,0.003941233,1.56E-05,9.10E-04
GOTERM_BP_FAT,GO:0060411~cardiac septum morphogenesis,23,1,6.33E-06,"TRP53, TBX2, SOX11, SMAD6, TBX20, VANGL2, FZD1, SOX4, WHSC1, FZD2, GJA5, TGFB2, SMO, NOTCH2, ID2, HAND1, GATA6, GATA4, HEY2, RARA, BMP7, PARVA, PITX2",1928,74,17911,2.887413087,0.053834533,1.71E-04,0.012746151
GOTERM_BP_FAT,GO:0003206~cardiac chamber morphogenesis,34,1.47826087,8.95E-06,"BMP10, TBX20, SOX4, FKBP1A, GJA5, TGFB2, WNT2, HAND1, GATA6, GATA4, HEY2, RARA, NRG1, COL11A1, PITX2, TRP53, TBX2, SOX11, SMAD6, UBE4B, VANGL2, FZD1, MYH7, WHSC1, FZD2, TNNI1, NOTCH2, SMO, HIF1A, ID2, SFRP2, FOXC1, BMP7, PARVA",1928,139,17911,2.272358876,0.075289835,2.34E-04,0.01802886
GOTERM_BP_FAT,GO:0003151~outflow tract morphogenesis,23,1,1.28E-05,"SEC24B, TBX2, SOX11, SMAD6, TBX20, VANGL2, DICER1, FZD1, FZD2, GJA5, TGFB2, HIF1A, GATA6, NEDD4, SFRP2, JUN, GATA4, HEY2, RARA, FOXC1, THBS1, PARVA, PITX2",1928,77,17911,2.774916474,0.106168003,3.22E-04,0.025850347
GOTERM_BP_FAT,GO:0003231~cardiac ventricle development,31,1.347826087,2.49E-04,"BMP10, TBX20, SOX4, FKBP1A, GJA5, TGFB2, AP2B1, HAND1, MYOCD, ROBO1, CXCR4, GATA4, HEY2, NRG1, COL11A1, PITX2, SOX11, SMAD6, UBE4B, VANGL2, FZD1, MYH7, WHSC1, FZD2, TNNI1, HIF1A, ID2, SFRP2, SALL1, FOXC1, MDM4",1928,143,17911,2.013902591,0.886601651,0.004318379,0.500177964
GOTERM_BP_FAT,GO:0003230~cardiac atrium development,13,0.565217391,4.33E-04,"WNT2, NOTCH2, SMO, BMP10, HEY2, GATA4, TBX20, SOX4, WHSC1, MDM4, GJA5, TGFB2, PITX2",1928,38,17911,3.178136602,0.977428173,0.007008816,0.869460178
GOTERM_BP_FAT,GO:0048644~muscle organ morphogenesis,22,0.956521739,5.46E-04,"BMP10, ARID5B, COL3A1, UBE4B, TBX20, VANGL2, FZD1, MYH7, SIRT6, FKBP1A, FZD2, TNNI1, TGFB2, WNT2, HAND1, GATA4, HEY2, FOXC1, NRG1, COL11A1, PITX2, SERP1",1928,91,17911,2.245919019,0.991586463,0.008571903,1.094549298
GOTERM_BP_FAT,GO:0060415~muscle tissue morphogenesis,19,0.826086957,0.002762516,"BMP10, COL3A1, UBE4B, TBX20, VANGL2, FZD1, MYH7, SIRT6, FKBP1A, FZD2, TNNI1, TGFB2, WNT2, HAND1, HEY2, FOXC1, NRG1, COL11A1, PITX2",1928,83,17911,2.126612258,1,0.034661888,5.421886065
GOTERM_BP_FAT,GO:0003281~ventricular septum development,18,0.782608696,0.004452817,"SOX11, SMAD6, VANGL2, FZD1, SOX4, WHSC1, FZD2, GJA5, TGFB2, AP2B1, ID2, ROBO1, CXCR4, SALL1, GATA4, HEY2, MDM4, PITX2",1928,80,17911,2.090235996,1,0.052005525,8.600341932
GOTERM_BP_FAT,GO:0003229~ventricular cardiac muscle tissue development,14,0.608695652,0.010209846,"BMP10, UBE4B, FKBP1A, MYH7, TNNI1, TGFB2, COL14A1, ID2, HAND1, GATA4, HEY2, FOXC1, NRG1, COL11A1",1928,60,17911,2.167652144,1,0.101590987,18.68133572
GOTERM_BP_FAT,GO:0003208~cardiac ventricle morphogenesis,17,0.739130435,0.010339236,"BMP10, SOX11, UBE4B, TBX20, SOX4, MYH7, FKBP1A, TNNI1, TGFB2, HIF1A, HAND1, SFRP2, GATA4, HEY2, FOXC1, NRG1, COL11A1",1928,80,17911,1.974111774,1,0.102584463,18.8952796
GOTERM_BP_FAT,GO:0003148~outflow tract septum morphogenesis,8,0.347826087,0.010978258,"GATA6, TBX2, SMAD6, TBX20, VANGL2, RARA, TGFB2, PARVA",1928,24,17911,3.09664592,1,0.107513808,19.94406341
GOTERM_BP_FAT,GO:0055008~cardiac muscle tissue morphogenesis,15,0.652173913,0.015822815,"BMP10, UBE4B, TBX20, MYH7, SIRT6, FKBP1A, TNNI1, TGFB2, WNT2, HAND1, HEY2, FOXC1, NRG1, COL11A1, PITX2",1928,70,17911,1.990700948,1,0.143904022,27.48615842
GOTERM_BP_FAT,GO:0060412~ventricular septum morphogenesis,11,0.47826087,0.019225,"ID2, SOX11, HEY2, VANGL2, FZD1, SOX4, WHSC1, FZD2, GJA5, TGFB2, PITX2",1928,45,17911,2.270873675,1,0.166409344,32.37365408
GOTERM_BP_FAT,GO:0055010~ventricular cardiac muscle tissue morphogenesis,11,0.47826087,0.053823014,"BMP10, HAND1, HEY2, UBE4B, FOXC1, MYH7, FKBP1A, NRG1, COL11A1, TNNI1, TGFB2",1928,53,17911,1.92810029,1,0.350626526,67.20384967
GOTERM_BP_FAT,GO:0061383~trabecula morphogenesis,11,0.47826087,0.059959448,"BMP10, SFRP1, HEY2, UBE4B, FKBP1A, COL1A1, FBN2, NRG1, BMP7, SLC40A1, TGFB2",1928,54,17911,1.892394729,1,0.377792269,71.23391592
GOTERM_BP_FAT,GO:0061384~heart trabecula morphogenesis,7,0.304347826,0.202233223,"BMP10, HEY2, UBE4B, FKBP1A, NRG1, BMP7, TGFB2",1928,37,17911,1.757555792,1,0.758757512,98.94630189
GOTERM_BP_FAT,GO:0003222~ventricular trabecula myocardium morphogenesis,4,0.173913043,0.274106112,"HEY2, UBE4B, NRG1, TGFB2",1928,17,17911,2.185867708,1,0.851195501,99.84279205
,,,,,,,,,,,,
Annotation Cluster 75,Enrichment Score: 3.2123984256333493,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0022612~gland morphogenesis,38,1.652173913,2.27E-07,"CAV1, PDGFA, TNC, DUOX2, PML, CTNND1, FEM1B, GLI2, SOX9, GLI3, SRC, TGFB2, CDC42, IGF1R, VDR, ROBO1, BCL2, ZFP157, PTN, TGFA, SEMA3A, KDM5B, ETV4, PLAG1, MKI67, TBX2, IGF1, TET2, SLIT2, NOTCH2, DDR1, SFRP1, SULF1, ID4, PTCH1, BMP7, EDA, IGFBP5",1928,142,17911,2.486039682,0.001983144,8.56E-06,4.57E-04
GOTERM_BP_FAT,GO:0030879~mammary gland development,34,1.47826087,3.55E-05,"CAV1, ERBB4, PML, IQGAP3, GLI2, SOX9, GLI3, SRC, WNT2, IGF1R, VDR, ROBO1, ZFP157, FASN, TGFA, KDM5B, ETV4, SOCS2, TBX2, BRCA2, IGF1, ITGA2, BCL2L11, SLIT2, ATP7A, DDR1, SMO, CCND1, UMPS, HIF1A, ID2, PYGO2, PTCH1, IGFBP5",1928,148,17911,2.134174891,0.266894877,7.84E-04,0.071489746
GOTERM_BP_FAT,GO:0061180~mammary gland epithelium development,18,0.782608696,0.001152773,"ERBB4, PML, IQGAP3, BRCA2, GLI2, SRC, SLIT2, WNT2, VDR, DDR1, SMO, CCND1, HIF1A, ID2, ROBO1, PTCH1, KDM5B, ETV4",1928,71,17911,2.355195488,0.999958519,0.016676511,2.297473674
GOTERM_BP_FAT,GO:0060443~mammary gland morphogenesis,15,0.652173913,0.002362192,"CAV1, TBX2, PML, GLI2, GLI3, SRC, SLIT2, VDR, DDR1, ROBO1, ZFP157, PTCH1, KDM5B, ETV4, IGFBP5",1928,57,17911,2.444720463,0.999999999,0.030317956,4.653875294
GOTERM_BP_FAT,GO:0060603~mammary gland duct morphogenesis,10,0.434782609,0.017232726,"VDR, DDR1, ROBO1, PML, PTCH1, GLI2, KDM5B, SRC, ETV4, SLIT2",1928,38,17911,2.444720463,1,0.152503796,29.55099642
GOTERM_BP_FAT,GO:0060444~branching involved in mammary gland duct morphogenesis,6,0.260869565,0.140676738,"VDR, DDR1, PML, KDM5B, SRC, ETV4",1928,26,17911,2.143831791,1,0.634146856,95.28807465
,,,,,,,,,,,,
Annotation Cluster 76,Enrichment Score: 3.1595530273796983,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0045598~regulation of fat cell differentiation,28,1.217391304,2.00E-04,"E2F1, DUSP10, PRDM16, TCF7L2, TRIB2, ZFP36L1, AKT1, INSIG1, ASXL2, SH3PXD2B, KLF5, ASXL1, RUNX1T1, ALMS1, IGF1, SNAI2, STK3, CCDC3, DACT1, SFRP1, ID2, SFRP2, MEX3C, SORT1, ID4, WIF1, TGFB1I1, HDAC6",1928,122,17911,2.132116863,0.826231659,0.003579709,0.402305286
GOTERM_BP_FAT,GO:0045444~fat cell differentiation,39,1.695652174,0.001012433,"E2F1, RNASEL, BBS7, DUSP10, TTC8, PRDM16, TCF7L2, TRIB2, ZFP36L1, AKT1, INSIG1, ASXL2, SH3PXD2B, KLF5, SMAD6, ARID5B, ASXL1, RUNX1T1, ALMS1, IGF1, CREB5, HMGA2, SNAI2, STK3, CCND1, CCDC3, LAMA4, DACT1, SFRP1, ID2, SFRP2, ARXES1, ARXES2, SORT1, ID4, WIF1, TGFB1I1, ZFP516, TBL1X",1928,211,17911,1.717097501,0.999858222,0.014856861,2.02048194
GOTERM_BP_FAT,GO:0045600~positive regulation of fat cell differentiation,15,0.652173913,0.001640139,"SH3PXD2B, ASXL2, KLF5, IGF1, SNAI2, PRDM16, STK3, AKT1, ZFP36L1, CCDC3, DACT1, SFRP1, ID2, SFRP2, WIF1",1928,55,17911,2.533619389,0.99999942,0.022394827,3.253627508
,,,,,,,,,,,,
Annotation Cluster 77,Enrichment Score: 3.143510092747768,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_MF_FAT,GO:0001105~RNA polymerase II transcription coactivator activity,14,0.608695652,2.83E-04,"MEF2A, MYOCD, SOX11, SALL1, TBX20, SOX12, CREBBP, TRIM28, PSIP1, PYGO2, NEUROD1, SOX4, RERE, PITX2",1796,42,16866,3.130289532,0.407448846,0.005611274,0.480307949
GOTERM_MF_FAT,GO:0001104~RNA polymerase II transcription cofactor activity,22,0.956521739,4.71E-04,"MEF2A, BEND6, SOX11, TBX20, SOX12, CREBBP, TRIM28, SOX4, MED14, RBBP8, TRP53BP1, MED30, MYOCD, HDAC1, SALL1, PSIP1, TDG, PYGO2, NEUROD1, TBX18, RERE, PITX2",1796,91,16866,2.270319881,0.582440172,0.00869525,0.80026283
GOTERM_MF_FAT,"GO:0001076~transcription factor activity, RNA polymerase II transcription factor binding",29,1.260869565,9.27E-04,"MEF2A, TBX20, SOX4, MYBL1, MYBL2, TRP53BP1, AHRR, MYOCD, GATA4, PSIP1, NR1H4, PITX2, BEND6, SOX11, CREBBP, SOX12, TRIM28, MED14, KLF14, RBBP8, HIF1A, MED30, HDAC1, SALL1, TDG, PYGO2, NEUROD1, TBX18, RERE",1796,142,16866,1.917853446,0.820626072,0.016231424,1.568431097
GOTERM_MF_FAT,"GO:0098811~transcriptional repressor activity, RNA polymerase II activating transcription factor binding",16,0.695652174,0.001027695,"MEF2A, SOX11, TRIM28, CREBBP, SOX12, TBX20, SOX4, KLF14, MYOCD, SALL1, PSIP1, PYGO2, NEUROD1, NR1H4, RERE, PITX2",1796,59,16866,2.54667623,0.851068747,0.01763949,1.736716504
GOTERM_MF_FAT,"GO:0001190~transcriptional activator activity, RNA polymerase II transcription factor binding",16,0.695652174,0.001027695,"MEF2A, SOX11, TRIM28, CREBBP, SOX12, TBX20, SOX4, KLF14, MYOCD, SALL1, PSIP1, PYGO2, NEUROD1, NR1H4, RERE, PITX2",1796,59,16866,2.54667623,0.851068747,0.01763949,1.736716504
GOTERM_MF_FAT,"GO:0001191~transcriptional repressor activity, RNA polymerase II transcription factor binding",21,0.913043478,0.001055508,"MEF2A, BEND6, SOX11, TBX20, SOX12, CREBBP, TRIM28, SOX4, KLF14, RBBP8, AHRR, MYOCD, HDAC1, SALL1, PSIP1, PYGO2, NEUROD1, TBX18, RERE, NR1H4, PITX2",1796,90,16866,2.191202673,0.858553315,0.017946567,1.783319805
,,,,,,,,,,,,
Annotation Cluster 78,Enrichment Score: 3.0754778522885924,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0030199~collagen fibril organization,15,0.652173913,4.10E-05,"ATP7A, COL14A1, ADAMTS14, SFRP2, COL3A1, COL1A2, FOXC1, LOX, COL1A1, LOXL2, COL11A1, COL5A2, COL5A1, ANXA2, TGFB2",1928,40,17911,3.48372666,0.301502215,8.92E-04,0.082620132
GOTERM_MF_FAT,GO:0005201~extracellular matrix structural constituent,15,0.652173913,2.03E-04,"PXDN, COL4A1, COL3A1, ELN, FBN1, COL5A2, COL4A6, COL5A1, EMILIN1, COL4A5, COL1A2, COL1A1, FBN2, LAMB1, COL11A1",1796,46,16866,3.06223976,0.313415664,0.004263909,0.345355374
GOTERM_MF_FAT,GO:0048407~platelet-derived growth factor binding,7,0.304347826,7.54E-04,"COL4A1, PDGFA, COL3A1, COL1A2, COL6A1, COL1A1, COL5A1",1796,12,16866,5.478006682,0.752845978,0.013349931,1.277724382
GOTERM_CC_FAT,GO:0098644~complex of collagen trimers,9,0.391304348,7.86E-04,"COL4A1, COL3A1, COL1A2, COL1A1, COL11A1, COL5A2, COL4A6, COL5A1, COL4A5",1685,19,14413,4.051756989,0.536374806,0.010333787,1.230653678
GOTERM_CC_FAT,GO:0005583~fibrillar collagen trimer,6,0.260869565,0.008450637,"COL3A1, COL1A2, COL1A1, COL11A1, COL5A2, COL5A1",1685,12,14413,4.276854599,0.999751444,0.080418668,12.51516886
GOTERM_CC_FAT,GO:0098643~banded collagen fibril,6,0.260869565,0.008450637,"COL3A1, COL1A2, COL1A1, COL11A1, COL5A2, COL5A1",1685,12,14413,4.276854599,0.999751444,0.080418668,12.51516886
,,,,,,,,,,,,
Annotation Cluster 79,Enrichment Score: 3.062707740302806,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0061061~muscle structure development,115,5,5.28E-08,"BMP10, MTSS1, MEF2A, THRA, HMGCR, MORF4L2, EDN1, DTYMK, PDLIM3, REST, MEGF10, TGFB2, WNT2, NOV, KDM1A, DDX17, MYOCD, GATA6, GATA4, RARA, MAP2K6, PITX2, PTBP1, EFNB2, DDX39B, VANGL2, TANC1, MYH7, ARID1A, HNRNPU, NCAM1, CAV1, ERBB4, ELN, SOX9, PLAGL1, FAM65B, TCF21, MBNL3, TCF3, KLF5, SMAD6, MAML1, FDPS, MYOZ1, SEPN1, CACNA2D2, TNNI1, COL14A1, HDAC2, PRICKLE1, ITGA8, H3F3A, H3F3B, ABL1, MYH10, AW551984, FOXK1, NPNT, EZH2, TBX20, DICER1, UCHL1, AKT1, EDNRB, SAP30, CDC42, WISP1, HLX, HEY2, NR2F2, NRG1, COL11A1, MYC, EGR1, CDK1, SOX11, ARID5B, CD164, MMP14, SMO, SDC1, BVES, BTG1, SEMA4C, SORT1, FOXC1, CASQ1, TBX18, KDM6B, SERP1, COL3A1, FKBP1A, KIT, TCF7L2, ZFP36L1, HAND1, BCL2, MEG3, ETV1, NFATC4, EHD2, BCL9, RBM24, TBX2, UBE4B, FZD1, IGF1, IGF2, SIRT6, FZD2, CDON, NLN, LUC7L, IGFBP5",1928,645,17911,1.656345492,4.61E-04,2.22E-06,1.06E-04
GOTERM_BP_FAT,GO:0048638~regulation of developmental growth,72,3.130434783,1.88E-07,"RTN4, BMP10, PLXNA3, TBX20, EDN1, WWC1, LPAR3, FSTL4, H19, WNT2, ACTR3, AKT1, CTTN, WISP1, GATA6, HLX, HEY2, GATA4, SEMA3D, SEMA3A, NRG1, MT3, CDK1, SGPL1, SOCS2, LIMK1, DDX39B, CDK4, HMGA2, BCL2L11, SLIT2, STK3, NCAM1, SMO, SIAH1A, SEMA4C, FOXC1, NRK, CELF1, DBN1, SERP1, NKD1, PLXNC1, ERBB4, TCF7L2, SEMA5A, EZR, BCL2, BCL11A, AGRN, RPL4, NEDD4L, FN1, TBX2, CPNE5, FDPS, IGF1, ALMS1, IGF2, DPYSL2, CACNA2D2, SEMA6A, EPHA7, COL14A1, HDAC2, SEMA6D, SFRP1, PPIB, SFRP2, GAMT, PTCH1, ABL1",1928,356,17911,1.878863816,0.001647563,7.17E-06,3.80E-04
